"STATION","NAME","DATE","AWND","DAPR","EVAP","MDPR","MNPN","MXPN","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WDMV","WESD","WESF","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08"
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-02-19",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-02-20",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-02-21",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-02-22",,,,,,,"0.33",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-02-23",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-02-24",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-02-25",,,,,,,"0.02",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-02-26",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-02-27",,,,,,,"0.13",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-02-28",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-03-01",,,,,,,"0.02",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-03-02",,,,,,,"0.05",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-03-03",,,,,,,"0.86",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-03-04",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-03-05",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-03-06",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-03-07",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-03-08",,,,,,,"0.02",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-03-09",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-03-10",,,,,,,"0.46",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-03-11",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-03-12",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-03-13",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-03-14",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-03-15",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-03-16",,,,,,,"0.02",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-03-17",,,,,,,"1.62",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-03-18",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-03-19",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-03-20",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-03-21",,,,,,,"0.02",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-03-22",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-03-23",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-03-24",,,,,,,"0.43",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-03-25",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-03-26",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-03-27",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-03-28",,,,,,,"0.08",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-03-29",,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-03-30",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-03-31",,,,,,,"0.03",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-04-01",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-04-02",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-04-03",,,,,,,"0.27",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-04-04",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-04-05",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-04-06",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-04-07",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-04-08",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-04-09",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-04-10",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-04-11",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-04-13",,"    2",,"0.00",,,,,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-04-14",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-04-15",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-04-16",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-04-17",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-04-18",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-04-19",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-04-20",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-04-21",,,,,,,"0.58",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-04-22",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-04-23",,,,,,,"0.05",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-04-24",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-04-25",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-04-26",,,,,,,"0.30",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-04-27",,,,,,,"1.72",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-04-28",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-04-29",,,,,,,"0.03",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-04-30",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-05-01",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-05-02",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-05-03",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-05-04",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-05-05",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-05-06",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-05-07",,,,,,,"1.04",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-05-08",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-05-09",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-05-10",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-05-11",,,,,,,"0.27",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-05-12",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-05-13",,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-05-14",,,,,,,"0.17",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-05-15",,,,,,,"0.13",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-05-16",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-05-17",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-05-18",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-05-19",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-05-20",,,,,,,"1.37",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-05-21",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-05-22",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-05-23",,,,,,,"0.10",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-05-24",,,,,,,"1.62",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-05-25",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-05-26",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-05-27",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-05-28",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-05-29",,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-05-30",,,,,,,"0.14",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-05-31",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-06-01",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-06-02",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-06-03",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-06-04",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-06-05",,,,,,,"0.40",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-06-06",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-06-07",,,,,,,"0.08",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-06-08",,,,,,,"0.35",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-06-09",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-06-10",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-06-11",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-06-12",,,,,,,"0.19",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-06-13",,,,,,,"0.70",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-06-14",,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-06-15",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-06-16",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-06-17",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-06-18",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-06-19",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-06-20",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-06-21",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-06-22",,,,,,,"0.02",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-06-23",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-06-24",,,,,,,"0.02",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-06-25",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-06-26",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-06-27",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-06-28",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-06-29",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-06-30",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-07-01",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-07-02",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-07-03",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-07-04",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-07-05",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-07-06",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-07-07",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-07-08",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-07-09",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-07-10",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-07-11",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-07-12",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-07-13",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-07-14",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-07-15",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-07-16",,,,,,,"0.08",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-07-17",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-07-18",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-07-19",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-07-20",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-07-21",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-07-22",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-07-23",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-07-24",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-07-25",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-07-26",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-07-27",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-07-28",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-07-29",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-07-30",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-07-31",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-08-01",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-08-02",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"USC00416437","NORTH RICHLAND HILLS, TX US","2023-08-03",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,
